Response ID,Date started,Date last action," [Yes, I have read the privacy policy and agree./ Ja, ich habe die Datenschutzerklärung gelesen und stimme zu.]",What is your current position?,What is your current position? [Other],What is your primary area of study?,What is your primary area of study? [Other],Do you think there is a reproducibility crisis in your field of research?,Do you think there is a reproducibility crisis in your field of research? [Other],"In your experience, what are the factors leading to poor reproducibility? [Lack of sufficient metadata regarding the experiment (e.g. culturing conditions, environmental conditions, software version)]","In your experience, what are the factors leading to poor reproducibility? [Lack of data that is publicly available for use (e.g. code, methods, results)]","In your experience, what are the factors leading to poor reproducibility? [Lack of complete information in the Methods/Standard Operating Procedures/Protocols]","In your experience, what are the factors leading to poor reproducibility? [Poor experimental design]","In your experience, what are the factors leading to poor reproducibility? [Lack of resources like equipments/devices in your workplace]","In your experience, what are the factors leading to poor reproducibility? [Lack of the information related to the settings used in original experiment (eg. Experiment Setup, Instrument Settings)]","In your experience, what are the factors leading to poor reproducibility? [Difficulty in understanding laboratory notebook records]","In your experience, what are the factors leading to poor reproducibility? [Pressure to publish]","In your experience, what are the factors leading to poor reproducibility? [Lack of knowledge or training on reproducible research practices]","In your experience, what are the factors leading to poor reproducibility? [Lack of time to follow reproducible research practices]","In your experience, what are the factors leading to poor reproducibility? [Data privacy (e.g. Data sharing with third parties)]","In your experience, what are the factors leading to poor reproducibility? [Other]",How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Input Data],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Metadata about the methods],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Metadata about the steps],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Metadata about the experimental setup],How easy would it be for you to find all the experimental data related to your own project in order to reproduce the results at a later point in time (e.g. 6 months after the original experiment)? [Results],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Input Data],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Metadata about the methods],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Metadata about the steps],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Metadata about the experimental setup],How easy would it be for a newcomer in your workplace to find all the experimental data related to your project/experiment without any/limited instructions from you? [Results],Have you ever been unable to reproduce published results of others?,Has anybody contacted you that they have a problem in reproducing your published results?,Do you repeat your experiments to verify the results?,What is your opinion on sharing experimental data? [Raw Data],What is your opinion on sharing experimental data? [Processed Data],What is your opinion on sharing experimental data? [Negative Results],What is your opinion on sharing experimental data? [Measurements],What is your opinion on sharing experimental data? [Scripts/Code/Program],What is your opinion on sharing experimental data? [Image Annotations],What is your opinion on sharing experimental data? [Text Annotations],What is your opinion on sharing metadata regarding experimental requirements? [Experiment Materials],What is your opinion on sharing metadata regarding experimental requirements? [Instruments/Devices Used],What is your opinion on sharing metadata regarding settings? [Instrument Settings],What is your opinion on sharing metadata regarding settings? [Experiment Environment Conditions],What is your opinion on sharing metadata regarding settings? [Publications used],"What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Names of people who are directly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Contacts of people who are directly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Roles of people who are directly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Names of people who are indirectly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Contacts of people who are indirectly involved]","What is your opinion on knowing the names and contacts of people/organizations who are involved directly (eg. Experimenter, Supervisor) or indirectly  (eg. Manufacturer, Distributor) in your experiment and their roles? [Roles of people who are indirectly involved]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Date]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Time]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Duration]","What is your opinion on sharing metadata regarding time, duration, and the location of experiments? [Location]",What is your opinion on sharing metadata regarding software used? [Software Parameters],What is your opinion on sharing metadata regarding software used? [Software Version],What is your opinion on sharing metadata regarding software used? [Software License],What is your opinion on sharing metadata regarding software used? [Scripts/Code/Program],What is your opinion on sharing metadata regarding all the steps and plans? [Laboratory Protocols],What is your opinion on sharing metadata regarding all the steps and plans? [Methods],What is your opinion on sharing metadata regarding all the steps and plans? [Activities/Steps],What is your opinion on sharing metadata regarding all the steps and plans? [Order of Activities/Steps],What is your opinion on sharing metadata regarding all the steps and plans? [Validation Methods],What is your opinion on sharing metadata regarding all the steps and plans? [Quality Control Methods],What is your opinion on sharing the intermediate and final results of each trial of your experiments? [Final Results],What is your opinion on sharing the intermediate and final results of each trial of your experiments? [Intermediate Results],Please let us know what else should be shared when publishing experimental results.,What kind of data do you work primarily with? [Images],"What kind of data do you work primarily with? [Multimedia files (Video, Audio)]",What kind of data do you work primarily with? [Measurements],What kind of data do you work primarily with? [Graphs],What kind of data do you work primarily with? [Tabular],What kind of data do you work primarily with? [Other],Where do you store your experimental data files? [Personal Devices (eg. Computer)],Where do you store your experimental data files? [Local Server provided at your workplace],"Where do you store your experimental data files? [Removable Storage Device (eg. USB, Harddisk, CD Drive)]","Where do you store your experimental data files? [Version Controlled Repositories (eg. Github, GitLab, Figshare, Zenodo etc.)]",Where do you store your experimental data files? [Data Management Platforms],Where do you store your experimental data files? [Other],"Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Hand written Lab Notebooks]","Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Electronic Notebooks]","Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Data Management Platforms]","Where do you save your experimental metadata like descriptions of experiment, methods, samples used? [Other]",Do you write scripts or program to perform data analysis at any stage in your experimental workflow?,"Have you heard about the FAIR (Findable, Accessible, Interoperable, Reusable) principles?","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Findable]","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Accessible]","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Interoperable]","Does your research follow the FAIR (Findable, Accessible, Interoperable, Reusable) principles? [Reusable]",Please feel free to provide comments regarding what you think is important to enable understandability and reproducibility of scientific experiments in your field of research.,Total time
63,2019-02-04 11:26:40,2019-02-04 11:27:41,Yes,Other,Developer,Computer Science,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,61.72
65,2019-02-06 10:04:45,2019-02-06 10:09:39,Yes,PhD Student,,Biology(other),,Yes,,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,Easy,Neither Easy nor difficult,Easy,Easy,Neither Easy nor difficult,Difficult,Neither Easy nor difficult,Easy,Easy,Neither Easy nor difficult,No,No,Sometimes,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Little Importance,Little Importance,Average Importance,Not Important At All,Very Important,Very Important,Very Important,Average Importance,Average Importance,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,,,,Yes,No,Yes,No,No,,Yes,Yes,Yes,No,No,,Primary Source,Primary Source,Primary Source,Primary Source,Yes,Yes,Often,Often,Often,Often,,298.45
66,2019-02-06 10:14:07,2019-02-06 10:52:02,Yes,PostDoc,,Environmental Sciences,,Other,"I would not say crisis, but it can certainly be imroved",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Patents, Copyright, closed access, etc",Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Very Easy,Difficult,Difficult,Difficult,Difficult,Easy,Yes,No,Yes,Absolutely Essential,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Very Important,Little Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Little Importance,,No,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Other,Other,Other,Other,Yes,Yes,Often,Often,Often,Often,,2277.41
67,2019-02-06 10:42:25,2019-02-06 10:53:58,Yes,Data Manager,,Environmental Sciences,,Other,partly,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,ignorance of necessity of data management,,,,,,,,,,,Yes,No,,Absolutely Essential,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,,Yes,Yes,Yes,Yes,Yes,"molecular data, notes/textfiles",No,No,No,No,No,as a data manager I don't have own ones,,,,,,Yes,,,,,"As a data manager I cannot really answer questions about the quality of my data, as I manage data of others and don't have own research data. I also cannot say where that data is saved as it always depends on the customer.",694.99
69,2019-02-06 10:50:02,2019-02-06 10:56:59,Yes,Other,Science Manager,Environmental Sciences,,Yes,,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,Difficult,Very Easy,Very Easy,Very Easy,Easy,Very difficult,Easy,Easy,Easy,Difficult,Never tried to reproduce others published results,Yes,Sometimes,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Absolutely Essential,Very Important,Average Importance,Very Important,Average Importance,Little Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,,No,No,Yes,Yes,Yes,,Yes,No,Yes,No,No,Dropbox,Other,Primary Source,,,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,,410.35
70,2019-02-06 11:26:43,2019-02-06 11:30:47,Yes,PostDoc,,Other,Economics,Yes,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,,,,,,,,,,,,246.06
71,2019-02-06 12:07:29,2019-02-06 12:21:59,Yes,Data Manager,,Other,Molecular Biophysics,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Easy,Very difficult,Difficult,Difficult,Difficult,Very difficult,No,No,Sometimes,Average Importance,Very Important,Average Importance,Little Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Little Importance,Very Important,Very Important,Average Importance,Little Importance,Little Importance,Little Importance,Average Importance,Average Importance,Very Important,Little Importance,Very Important,Very Important,Very Important,Average Importance,Very Important,Absolutely Essential,Very Important,Very Important,Average Importance,Average Importance,Very Important,Little Importance,"Metadata in a standardised format;
License for data reuse
",No,No,Yes,No,Yes,,No,Yes,Yes,No,No,institution's repository,Primary Source,Other,,Primary Source,Yes,Yes,Rarely,Rarely,Often,Often,"Internationally accepted metadata schemata covering all disciplines
Controlled vocabularies covering most of the metadata fields
An agreement on file formats",871.6
72,2019-02-06 12:21:50,2019-02-06 12:28:03,Yes,Research Associate,,Environmental Sciences,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Difficult,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Difficult,Neither Easy nor difficult,Never tried to reproduce others published results,No,Sometimes,Average Importance,Average Importance,Very Important,Absolutely Essential,Very Important,Average Importance,Average Importance,Very Important,Very Important,Very Important,Average Importance,Average Importance,Very Important,Average Importance,Average Importance,Very Important,Average Importance,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Average Importance,Little Importance,Average Importance,Very Important,Very Important,Average Importance,,No,No,Yes,Yes,Yes,,No,Yes,No,No,Yes,,Secondary Source,Primary Source,Primary Source,,No,Yes,Always,Often,Always,Often,,374.96
75,2019-02-06 19:26:48,2019-02-06 19:31:27,Yes,PhD Student,,Computer Science,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,281.55
77,2019-02-07 16:20:47,2019-02-07 16:29:30,Yes,PhD Student,,Computer Science,,Yes,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,,Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Easy,Difficult,Difficult,Difficult,Difficult,Difficult,Never tried to reproduce others published results,No,Sometimes,Absolutely Essential,Absolutely Essential,Average Importance,Very Important,Absolutely Essential,Not applicable,Not applicable,Very Important,Very Important,Very Important,Very Important,Very Important,Average Importance,Very Important,Little Importance,Little Importance,Little Importance,Little Importance,Little Importance,Little Importance,Average Importance,Not Important At All,Absolutely Essential,Absolutely Essential,Average Importance,Absolutely Essential,Average Importance,Very Important,Average Importance,Very Important,Average Importance,Average Importance,Very Important,Average Importance,,No,No,No,Yes,No,,No,Yes,No,No,No,,Secondary Source,Primary Source,,,Yes,Yes,Sometimes,Rarely,Sometimes,Sometimes,,526.66
81,2019-02-13 09:33:47,2019-02-13 09:50:30,Yes,Other,head of department,Molecular Biology,,Yes,,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,Difficult,Difficult,Very difficult,Difficult,Easy,Very difficult,Difficult,Difficult,Neither Easy nor difficult,Easy,Never tried to reproduce others published results,No,Yes,Average Importance,Very Important,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Little Importance,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Average Importance,"data owner (contact)
property right
",Yes,No,Yes,No,No,,Yes,Yes,No,No,No,,Primary Source,,,,No,Yes,Often,Often,Sometimes,Sometimes,,1007.17
82,2019-02-13 09:36:11,2019-02-13 10:05:25,Yes,Other,Trainee for Market and Social Research,Other,Sociology,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,1755.51
83,2019-02-14 14:10:51,2019-02-14 14:34:40,Yes,Other,Head of Library/Data Management,Other,Social Sciences,Yes,,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,,,,,,,,,,,,Yes,No,No,Average Importance,Very Important,Very Important,Average Importance,Absolutely Essential,Little Importance,Little Importance,Average Importance,Little Importance,Little Importance,Very Important,Very Important,Very Important,Average Importance,Little Importance,Little Importance,Little Importance,Not Important At All,Very Important,Average Importance,Very Important,Average Importance,Little Importance,Little Importance,Little Importance,Very Important,Not applicable,Very Important,Very Important,Little Importance,Average Importance,Average Importance,Very Important,Very Important,,No,No,No,No,Yes,,No,Yes,No,No,Yes,,Other,Other,Other,Primary Source,Yes,Yes,Sometimes,Sometimes,Often,Always,,1430.71
84,2019-02-16 20:21:54,2019-02-16 20:34:24,Yes,PhD Student,,Plant Sciences,,Yes,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Easy,Easy,Easy,Easy,Very Easy,Easy,Neither Easy nor difficult,Easy,Neither Easy nor difficult,Easy,Yes,No,Sometimes,Average Importance,Very Important,Very Important,Very Important,Average Importance,Very Important,Very Important,Very Important,Very Important,Average Importance,Very Important,Very Important,Not Important At All,Not Important At All,Not Important At All,Not Important At All,Not Important At All,Not Important At All,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Not Important At All,Little Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,No,No,,Primary Source,,,,Yes,"Heard, but I don't know what exactly FAIR means",Often,Always,Always,Sometimes,,753.15
88,2019-02-19 13:24:22,2019-02-19 13:38:44,Yes,PhD Student,,Plant Sciences,,Yes,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Easy,Never tried to reproduce others published results,No,Yes,Very Important,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Little Importance,Little Importance,Little Importance,Little Importance,Average Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Absolutely Essential,Very Important,,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,,Primary Source,Secondary Source,,,Yes,Yes,Always,Always,Always,Always,"It is really important (in the case of hand- written notes) the scientists explains all the abbreviations used in her/ his lab books. It is also very important to keep the same structure of storing the experimental details/ steps (dates, treatments, titles).",866.58
89,2019-02-19 19:54:58,2019-02-19 20:00:39,Yes,PostDoc,,Neuroscience,,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,,Very Easy,Easy,Easy,Easy,Very Easy,Easy,Difficult,Difficult,Difficult,Neither Easy nor difficult,Yes,No,Sometimes,Very Important,Very Important,Very Important,Very Important,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Little Importance,Little Importance,Little Importance,Average Importance,Very Important,Very Important,Average Importance,Average Importance,Little Importance,Not Important At All,Average Importance,Very Important,Very Important,Average Importance,Very Important,Average Importance,Average Importance,Very Important,Average Importance,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,,Primary Source,Other,Other,Other,Sometimes,No,Sometimes,Rarely,Rarely,Sometimes,,344.36
91,2019-03-08 09:45:31,2019-03-08 09:47:34,Yes,Other,Research Data Officer,Environmental Sciences,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,124.92
92,2019-04-01 12:32:44,2019-04-01 12:42:50,Yes,Research Associate,,Biology(other),,Other,paertially,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Easy,Easy,Yes,No,Yes,Average Importance,Absolutely Essential,Absolutely Essential,Average Importance,Absolutely Essential,Very Important,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Absolutely Essential,Very Important,Average Importance,Absolutely Essential,Very Important,Little Importance,Little Importance,Very Important,Little Importance,Absolutely Essential,Very Important,Little Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,,Yes,No,Yes,Yes,No,,Yes,No,Yes,No,No,,Secondary Source,Primary Source,,,Yes,Yes,Often,Sometimes,Sometimes,Often,,609.97
93,2019-04-01 13:04:12,2019-04-01 13:10:59,Yes,PhD Student,,Other,Biophysics and Pharmacology,Yes,,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,,,,,,,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Difficult,Neither Easy nor difficult,Never tried to reproduce others published results,No,Yes,Very Important,Absolutely Essential,Very Important,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Very Important,Absolutely Essential,Very Important,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Average Importance,Very Important,Very Important,Absolutely Essential,Very Important,Very Important,Very Important,Average Importance,Very Important,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,,Primary Source,,,,Yes,No,Often,Often,Often,Often,,409.01
95,2019-04-02 09:35:17,2019-04-02 09:53:45,Yes,PostDoc,,Physics,,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,No,the technic itself,Easy,Easy,Easy,Easy,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Neither Easy nor difficult,Easy,Easy,Yes,No,Yes,Very Important,Absolutely Essential,Very Important,Average Importance,Little Importance,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Little Importance,Little Importance,Little Importance,Little Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Absolutely Essential,Average Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Average Importance,,Yes,No,Yes,Yes,No,,Yes,Yes,Yes,No,No,,Primary Source,,,Primary Source,No,No,Always,Always,Always,Always,,1110.72
96,2019-04-03 05:42:01,2019-04-03 05:59:28,Yes,PostDoc,,Biology(other),,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Very Easy,Very Easy,Very Easy,Very Easy,Neither Easy nor difficult,Very Easy,Very Easy,Very Easy,Very Easy,Neither Easy nor difficult,Yes,No,Yes,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,Absolutely Essential,Absolutely Essential,Very Important,Average Importance,Very Important,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Very Important,Not Important At All,Not Important At All,Not Important At All,Little Importance,Little Importance,Very Important,Not Important At All,Average Importance,Very Important,Little Importance,Very Important,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Very Important,Very Important,Absolutely Essential,Average Importance,,Yes,No,Yes,Yes,No,,Yes,No,Yes,No,No,,Primary Source,Other,Other,Other,Yes,No,Always,Often,Often,Often,,1050.02
97,2019-04-03 10:13:55,2019-04-03 10:24:12,Yes,PhD Student,,Neuroscience,,Yes,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,,Very Easy,Very Easy,Easy,Very Easy,Very Easy,Very Easy,Easy,Easy,Very Easy,Easy,No,No,Yes,Not applicable,Absolutely Essential,Absolutely Essential,Not applicable,Absolutely Essential,Very Important,Little Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Little Importance,Very Important,Absolutely Essential,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Very Important,Very Important,Absolutely Essential,Average Importance,,Yes,No,Yes,No,No,,Yes,Yes,Yes,No,No,,Secondary Source,Primary Source,,,Yes,"Heard, but I don't know what exactly FAIR means",Always,Always,Always,Always,,620.51
98,2019-04-03 14:57:53,2019-04-03 15:06:56,Yes,PostDoc,,Molecular Biology,,Yes,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,Easy,Easy,Easy,Easy,Easy,Yes,No,Yes,Average Importance,Average Importance,Absolutely Essential,Very Important,Very Important,Average Importance,Average Importance,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Little Importance,Little Importance,Little Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Average Importance,Average Importance,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,,Yes,No,Yes,Yes,No,,No,Yes,Yes,No,No,,Primary Source,Primary Source,,,No,No,Always,Always,Always,Always,,545.45
99,2019-04-03 17:58:30,2019-04-03 18:06:26,Yes,PostDoc,,Physics,,Yes,,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,,Neither Easy nor difficult,Easy,Easy,Easy,Very Easy,Difficult,Difficult,Difficult,Difficult,Neither Easy nor difficult,Yes,No,Yes,Little Importance,Average Importance,Very Important,Absolutely Essential,Average Importance,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Average Importance,Very Important,Very Important,Average Importance,Little Importance,Average Importance,Little Importance,Not Important At All,Average Importance,Little Importance,Average Importance,Average Importance,Very Important,Little Importance,Little Importance,Very Important,Very Important,Absolutely Essential,Absolutely Essential,Absolutely Essential,Absolutely Essential,Very Important,Very Important,Average Importance,factors that negatively influence the outcome / working of an experiment ,Yes,Yes,Yes,No,No,,Yes,No,Yes,No,No,,Secondary Source,Primary Source,Other,Other,Yes,No,,,,,,479.9
100,2019-04-05 08:50:59,2019-04-05 08:59:24,Yes,PostDoc,,Molecular Biology,,No,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Easy,Very Easy,Easy,Easy,Very Easy,Neither Easy nor difficult,Easy,Neither Easy nor difficult,Neither Easy nor difficult,Easy,Yes,No,Yes,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Average Importance,Very Important,Very Important,Very Important,Very Important,Average Importance,Very Important,Very Important,Very Important,Average Importance,Average Importance,Average Importance,Very Important,Very Important,Average Importance,Average Importance,Very Important,Very Important,Average Importance,Average Importance,Average Importance,Very Important,Very Important,Very Important,Average Importance,Average Importance,Very Important,Very Important,,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,No,Yes,,Secondary Source,Primary Source,Other,Other,Sometimes,Yes,Often,Sometimes,Sometimes,Often,,506.54
